,Unnamed: 0,user,tweet,label,cluster
68,68,866605974,"RT @RayBeckerman: ""Another Man Done Gone"" Odetta http://t.co/EDzFJ11P #music #freedom",#music,2
69,69,866605974,"RT @artistmparedes: LabArt LA ""In The Name Of America"" #wynwood#streetart#fashion#photography
#LAstreetart#nyc#murals#art#artist http:// ...",#art,0
70,70,866605974,"RT @RayBeckerman: ""Oooh my head"" Richie Valens http://t.co/05H5TRnO #music #rockandroll #rock",#music,2
71,71,866605974,RT @RayBeckerman: 5 Things Needed To PRE-Prepare for a Crowd Funding Campaign ~ #musicthinktank http://t.co/waemz0gZ,#music,0
72,72,866605974,"RT @RayBeckerman: ""Red River blues"" Sonny Terry &amp; Brownie McGhee http://t.co/hwmXs8CD #music #blues",#music,2
73,73,866605974,"RT @RayBeckerman: ""Corrine Corrina"" Muddy Waters http://t.co/lF9tUwFf #music #blues",#music,2
74,74,66444148,I am #obsessed with #QueenoftheClouds @iamtovelo I LOVE #music with #meaning ,#music,2
75,75,66444148,"Trying to #work but I keep getting #distracted with #music and #selfies - Sincerely, Procrastinating in #Nashville http://t.co/THLS9iWduG",#music,1
76,76,66444148,I swear #music is my #drug...it puts me in a great mood!!,#music,2
77,77,66444148,Late to the party but always on time... #Lemonade #DanityKane #thirsty finallllllllyyy #new #music @danitykane  http://t.co/fal6hvESQW,#music,2
78,78,66444148,Ok another #obsession @nayarivera #the #shit #fromgleetosolostar #fun #music http://t.co/xlSQsbo54i,#music,2
79,79,66444148,And so it begins...finally!!! #ladygaga #artpop #return #of #mother #monster http://t.co/nvMXyNDya4,#art,0
80,80,66444148,@cherlloyd thank you for making my awful morning into a great one! #music #therapy #love #cherlloyd http://t.co/uE9QjYzIS0,#music,2
81,81,89905494,Let's embrace the point of no return #magnets #music #prettygirlsdontknowthethingsthatiknow @ https://t.co/DwnUw7q2gA,#music,2
82,82,2562369586,"RT @KasandyInc: Dressing corporate without sacrificing style.
Outfit details https://t.co/rBpBTbRoJ5
#style#fashion#ootd #kasandy https:/",#fashion,7
83,83,2562369586,RT @NeNeLeakes: Catch the Slay hunni! Giving face #fashionpolice @giulianarancic @bradgoreski @e_FashionPolice https://t.co/fGVMj4tpFG,#fashion,1
84,84,2562369586,RT @mattblashaw: RT @hgtvcanada: Design student makes tap water flow like #art: http://t.co/epnl1qqKR4 http://t.co/jbfZPY01l0,#art,6
85,85,2562369586,RT @nattyblackmen: Great details by @wearlapelpins  #highfashionblackmen #highfashionmen #hisfashionguide #fashionguide https://t.co/WXnBR,#fashion,0
86,86,2562369586,RT @EricCohler: Interior Design Project: Entry Space #EricCohler #ECD #mixmaster #art #design http://t.co/5viUzu6fvh,#art,6
87,87,2562369586,RT @Heathfactsnew: #art allows people a way to dream their way out of their struggle. #CatCinema,#art,6
88,88,2562369586,"RT @KingKravate: Purple Rain (Diamond Point)
Available Soon.
http://t.co/kO12L2buqm
__________________
#fashion #style https://t.co/qyAQHE",#fashion,7
89,89,2562369586,"RT @KingKravate: Floral Shock (Diamond Point)
Available Soon.
http://t.co/kO12L1TTyO
__________________
#fashion #style https://t.co/8W7gd",#fashion,7
90,90,2562369586,RT @ChipWade: #TBT #art #inspiration campaign with @HighMuseumofArt  What inspires you? http://t.co/4HX93uoj5o,#art,6
91,91,79994320, RT @ohnotheydidnt: Christina Aguilera Preforming at the 2014 New Orleans Jazz &amp; Heritage Festival http://t.co/cSq097oja9 #musicfestival,#music,3
92,92,3102315332,RT @ProsePractice: #PoemTrail #EminemGem #RavensVeil #jewelverse #MadVerse #artwiculate #POMwords #DrugVerse (prompts to be cont.) =&gt; https,#art,0
93,93,3102315332,"RT @Monoundlisa: @Snake__Boy @rekatrance @WolfangWildes @VilmarieZM Thanks for following,   #musicAGAINSTwar grab your copy on https://t.co",#music,5
94,94,383270253,Just getting creative with my s'mores #artsy  http://t.co/WzvO6y1S,#art,0
95,95,89905494,Let's embrace the point of no return #magnets #music #prettygirlsdontknowthethingsthatiknow @ https://t.co/DwnUw7q2gA,#music,2
96,96,419191691,Convos with my boss often go like this. They happened upon #IML in #Chicago today lol  #dogmask #fashionweek http://t.co/lbotHySTKv,#fashion,1
97,97,16625554,YES I am excited for Monday. #cleanslate #newstart https://t.co/ZIwUepPKnT,#news,0
98,98,16625554,Yesterday @ #musicmidtown2015 http://t.co/gagKcrBRpJ,#music,0
99,99,138075940,RT @MamaBoy_Movie: Getting ready to film one of the band practice scenes. #mamaboy #BTS #bandpractice #music #setlife @TheSeanODonnell http,#music,2
100,100,2454381863,RT @mehdifoundation: '#Unification is the #art of uniting #hearts with the #unshakeable #bond of #spiritual love.' - HH Younus AlGohar http,#art,6
101,101,2562369586,"RT @KasandyInc: Dressing corporate without sacrificing style.
Outfit details https://t.co/rBpBTbRoJ5
#style#fashion#ootd #kasandy https:/",#fashion,7
102,102,2562369586,RT @NeNeLeakes: Catch the Slay hunni! Giving face #fashionpolice @giulianarancic @bradgoreski @e_FashionPolice https://t.co/fGVMj4tpFG,#fashion,1
103,103,2562369586,RT @mattblashaw: RT @hgtvcanada: Design student makes tap water flow like #art: http://t.co/epnl1qqKR4 http://t.co/jbfZPY01l0,#art,6
104,104,2562369586,RT @nattyblackmen: Great details by @wearlapelpins  #highfashionblackmen #highfashionmen #hisfashionguide #fashionguide https://t.co/WXnBR,#fashion,0
105,105,2562369586,RT @EricCohler: Interior Design Project: Entry Space #EricCohler #ECD #mixmaster #art #design http://t.co/5viUzu6fvh,#art,6
106,106,2562369586,RT @Heathfactsnew: #art allows people a way to dream their way out of their struggle. #CatCinema,#art,6
107,107,2562369586,"RT @KingKravate: Purple Rain (Diamond Point)
Available Soon.
http://t.co/kO12L2buqm
__________________
#fashion #style https://t.co/qyAQHE",#fashion,7
108,108,2562369586,"RT @KingKravate: Floral Shock (Diamond Point)
Available Soon.
http://t.co/kO12L1TTyO
__________________
#fashion #style https://t.co/8W7gd",#fashion,7
109,109,2562369586,RT @ChipWade: #TBT #art #inspiration campaign with @HighMuseumofArt  What inspires you? http://t.co/4HX93uoj5o,#art,6
110,110,779611351,"RT @2DayFM: Sydney siege gunman Man Monis has been buried at a secret location.
#newsfeed",#news,3
111,111,2787176905,RT @MorningNewsUSA: Oklahoma University Shuts Fraternity Over Racist Video http://t.co/ttqcekd0vD #news,#news,4
112,112,319434562,Men's Fashion Advice: How do you know your tie is too long? Did you accidentally pee on it at the urinal? Then it's too long #GQ #fashion,#fashion,3
113,113,20942633,"RT @BlackBabyShow: African Tailors and Seamstress information - feel free to tag more in the below comments 
#attire #fashion https://t.co/",#fashion,7
114,114,20942633,RT @BlackBabyShow: We  this! #art #caribbean #illustration https://t.co/RYQH2GKN4j,#art,6
115,115,20942633,RT @BlackBabyShow: #fashion we like! Feel free to tag #FashionDesigners you like in the post below https://t.co/Jkbumgdu42,#fashion,7
116,116,20942633,RT @BlackBabyShow: Soooo Cute! - Tag any African Kids #Fashion designers in the UK below #africanFashion #fashionistas https://t.co/1rtTwb4,#fashion,7
117,117,20942633,RT @zennie62: San Francisco Ends Towing Fees For Stolen Car Victims  CBS Local https://t.co/4XwKN2ozSY #news,#news,4
118,118,20942633,RT @laramarierolo: Rep. Gilda Cobb-Hunter at @CofC for #BlackHistoryMonth conversation on African Amer. woman in #politics @ABCNews4 https:,#politics,3
119,119,178534670,Bobby Jindal is really a joke with these dumbass tv ads.... #politics,#politics,0
120,120,779611351,"RT @2DayFM: Sydney siege gunman Man Monis has been buried at a secret location.
#newsfeed",#news,3
121,121,29231236,We like having options! #clue #cluegame #vintageclue #hitchcockclue #options #games https://t.co/p66KXzLGGn,#games,0
122,122,29231236,"RT @AdviceToWriters: Mystery is the basic element of all works of art.
LUIS BUUEL
#art #literature #writing #writetip",#art,6
123,123,2787176905,RT @MorningNewsUSA: Oklahoma University Shuts Fraternity Over Racist Video http://t.co/ttqcekd0vD #news,#news,4
124,124,3172753103,"RT @amina001kms: Hi listenplease to this beautiful song by #SouhilaBenLachhab
 https://t.co/b1gyE2zmSq
#FreebieFriday
#got7
#news
#rt #on",#news,4
125,125,3172753103,"RT @2sLxKWPMeqtes7g: #giveaway #TravelTuesday #music #SoundCloud101 #IhabAmir
Follwo@Ihab_Amir
Listen to the romantic song Woowhtt",#music,2
126,126,3172753103,"RT @psycholmdf: Follow plz
 https://t.co/08y2I97xqq  @SuhilaBnLachhab 
#german #news #hockey #rte #love #osmanl #twitter https://t.co/u",#news,5
127,127,3172753103,"RT @psycholmdf: Follow plz
 https://t.co/r5s5u7OKuX  @Ihab_Amir
#german #news #hockey #rte #love #osmanl #twitter https://t.co/Tn3pPzpK",#news,5
128,128,3172753103,"RT @souhabia_dz: listen  #music
https://t.co/hVApEIcvrd   
#follow plz @Ihab_Amir 
 https://t.co/dwD64bwFch    
#giveaway",#music,5
129,129,3172753103,"RT @sucr_amila: Follow
  
  
https://t.co/JsaeKl7Ek6
 https://t.co/GGoA0Dfctg
#SouhilaBenLachhab
#music 
#wi
#TrackOfTheDay
#fi",#music,5
130,130,3172753103,"RT @masoum450: https://t.co/b4kyjS1Fey
Follow 
 @SuhilaBnLachhab 
#FachitasBar 
#MuseumWeek 
#musicforbrussels 
#MusicMonday 
#mu",#music,5
131,131,48636686,"RT @Brimshack: Miller certainly does know how to dodge a question, much like his boss. @AnnCoulter #Trump #tcot #GOP #politics #Republicans",#politics,0
132,132,48636686,RT @Brimshack: It really is hilarious to see rightwingers suddenly discovering the bias Fox News. #tcot #gop #trump #media #politics #potus,#politics,4
133,133,48636686,RT @Brimshack: Argumentation and Its Narrative Payoff https://t.co/uwXDCL6ZpH via @wordpressdotcom #rhetoric #logic #philosophy #politics #,#politics,0
134,134,48636686,RT @Brimshack: Black and Blue https://t.co/JrjH4vWGL2 via @wordpressdotcom #Blackhistorymonth #music #race #education #history #youtube #Fo,#music,2
135,135,616826936,RT @AtlantaBallet: Kiara is rocking an interesting look today! LOL #fashionforward #loveher #atlantaballet https://t.co/8VZCsaSKdt https://,#fashion,0
136,136,20942633,"RT @BlackBabyShow: African Tailors and Seamstress information - feel free to tag more in the below comments 
#attire #fashion https://t.co/",#fashion,7
137,137,20942633,RT @BlackBabyShow: We  this! #art #caribbean #illustration https://t.co/RYQH2GKN4j,#art,6
138,138,20942633,RT @BlackBabyShow: #fashion we like! Feel free to tag #FashionDesigners you like in the post below https://t.co/Jkbumgdu42,#fashion,7
139,139,20942633,RT @BlackBabyShow: Soooo Cute! - Tag any African Kids #Fashion designers in the UK below #africanFashion #fashionistas https://t.co/1rtTwb4,#fashion,7
140,140,20942633,RT @zennie62: San Francisco Ends Towing Fees For Stolen Car Victims  CBS Local https://t.co/4XwKN2ozSY #newsRT @TexasBlackExpo: 7 Black Business &amp; tech professionals who are changing the game #texasblackexpo: https://t.co/59vf7jvFMD,#news,0
141,141,20942633,RT @laramarierolo: Rep. Gilda Cobb-Hunter at @CofC for #BlackHistoryMonth conversation on African Amer. woman in #politics @ABCNews4 https:,#politics,3
142,142,24102642,RT @jbenefield: Hey friends! Go to https://t.co/ztYTfXMR3h and enter the contest to possibly win a free recording session. #music,#music,2
143,143,24102642,RT @anadjurkovic3: I'm uploading a time lapse of this #UntilDawn painting to YouTube soon! (http://t.co/zbBZHA2Lq5) #gaming #art http://t.c,#art,6
144,144,2973332381,RT @jonathan_hart14: #countrymusic #news ABC Cancels 'Nashville' After Four Seasons https://t.co/jfyKTJmj0X,#news,4
145,145,2973332381,"RT @jonathan_hart14: #countrymusic #news Jerrod Niemann, Lee Brice Perform Acoustic 'A Little More Love' [Listen] https://t.co/jH8Mw25CwE",#news,4
146,146,2973332381,RT @ElvisStyleBook: #takingcareofbusiness #TCB #bag from #etsy. #ElvisPresleys #logo. #fashion #handbag #love https://t.co/x2piPhHP17,#fashion,7
147,147,2973332381,RT @moodcards: Lets delight in our colourful difference to live in perfect harmony #acceptance #art #peace via @themoodcards https://t.co/W,#art,6
148,148,2973332381,RT @jonathan_hart14: #countrymusic #news Jake Owen to Open Riverfront Stage at 2016 CMA Fest https://t.co/xhqMmqA1qF,#news,4
149,149,2973332381,RT @jonathan_hart14: #countrymusic #news 10 Years Ago: Jo Dee Messina Runs the Boston Marathon https://t.co/y2CaHGixta,#news,4
150,150,2416840645,RT @herartsinaction: .@TheEllenShow would you promote #celebrity #art auction w @KrisPolaha @Stana_Katic @ShiriAppleby @AustinBasis https:/,#art,6
151,151,2416840645,"RT @DominiqueFricot: New live music video. #musicwhereithappens 
  https://t.co/4Gr0CVtqyQ",#music,2
152,152,2416840645,RT @herartsinaction: .@TheEllenShow would you promote #celebrity #art auction w @KrisPolaha @Stana_Katic @ShiriAppleby @AustinBasis https:/,#art,6
153,153,2416840645,"RT @DominiqueFricot: New live music video. #musicwhereithappens 
  https://t.co/4Gr0CVtqyQ",#music,2
154,154,718300478,"Sometimes I strap on my guitar and pretend to know what I'm doing.

#music #guitarist #PRS https://t.co/vuOiMPhXJt",#music,2
155,155,718300478,RT @the_hics: Back in the hub today. #music #studio #london https://t.co/rzXoZhp5kz,#music,2
156,156,718300478,"Sometimes I strap on my guitar and pretend to know what I'm doing.

#music #guitarist #PRS https://t.co/vuOiMPhXJt",#music,2
157,157,718300478,RT @the_hics: Back in the hub today. #music #studio #london https://t.co/rzXoZhp5kz,#music,2
158,158,346310609,RT @NewhouseSU: Interesting #newsengagementday infogram by @jmgrygiel shows where folks get their news. #NHned @AEJMC http://t.co/ZIn2QTztuC,#news,4
159,159,187678724,Somehow becoming the only one in the office means you can pump up the jams as loud as you like. #partyofone #newsroomofone,#news,1
160,160,187678724,Somehow becoming the only one in the office means you can pump up the jams as loud as you like. #partyofone #newsroomofone,#news,1
161,161,2240061356,"These moments always get me :') (^^)
#Aquaman #arthurcurry #Mera #Atlantis #DcHeroes #New52  #DcComics #Comics http://t.co/AZKCm6aalU",#art,0
162,162,2240061356,"These moments always get me :') (^^)
#Aquaman #arthurcurry #Mera #Atlantis #DcHeroes #New52  #DcComics #Comics http://t.co/AZKCm6aalU",#art,0
163,163,897908353,"Just wrote my second poem about Tinder. I'm not proud, but I'm not embarrassed either #art",#art,1
164,164,897908353,I want to do a project with Shia LaBeouf where we lock ourselves in a NYC subway bathroom for 96 hours and write Finnegan's Wake 2 #artsy,#art,1
165,165,897908353,RT @WatchersOTWall: The Game of Thrones season 6 return of a character confirmed! http://t.co/wkOK7MLHBJ #spoilers #gameofthrones #news htt,#news,4
166,166,897908353,RT @theatricalEB: Go tripping around a #Boston #art museum with A Trip Down Reality Lane with @ianthomasmalone http://t.co/o5MJtBBrsb #book,#art,6
167,167,897908353,RT @WatchersOTWall: Game of Thrones casting a theater troupe and more! http://t.co/hMSS1Ygkcw #GameOfThrones #news #season6 #spoilers http:,#news,4
168,168,897908353,RT @WatchersOTWall: Are these Game of Thrones stars spotted in Belfast returning in season 6? http://t.co/KaqgoGGDXa #gameofthrones #news h,#news,4
169,169,230346110,RT @ViewHipHopMusic: Trending New Music: Future &amp; The Weeknd - Low Life | https://t.co/t43o4RRp5H #music,#music,2
170,170,230346110,RT @ViewHipHopDaily: New Video: Chris Brown ft Solo Lucci - Wrist | https://t.co/9XOG9uggad #music,#music,2
171,171,230346110,RT @ViewHipHopMusic: Full Album: Chris Brown - Royalty | https://t.co/vdMhnMi2uq #new #music,#music,2
172,172,230346110,When you hear The Weeknd music play #music #slowmotion (Vine by Malcolm Carter Productions) https://t.co/Aar4y7mCAF,#music,2
173,173,230346110,When the audio tune make you sound good as hell while singing. #music #christucker #audiotune https://t.co/SnGDt33xhi,#music,2
174,174,230346110,When singing goes wrong in the studio. #music https://t.co/TjELuDotAu,#music,2
175,175,348055021,Piatas are to pay homage to a time when animals were filled with candy #Twitter10k #PCAs #folloback #AHSHotel #IdolPremiere #HOF #newsnight,#news,0
176,176,1439285520,"RT @UzoAduba: @indiaarie  Twitter limits my full heart share of your art so I'll just say: Video, I Am Not My Hair, Ready For Love #music",#music,6
177,177,1439285520,"RT @UzoAduba: @indiaarie  Twitter limits my full heart share of your art so I'll just say: Video, I Am Not My Hair, Ready For Love #music",#music,6
178,178,4419043881,RT @Smartoools_UAE: Universal mobile charger that is a piece of Art. #mobile #accessories #UAE #Dubai #art #fashion https://t.co/sCSK4nbaWr,#art,6
179,179,4419043881,RT @SCloudMarketing: Get 200 SoundCloud Followers only for $5.99 https://t.co/T9EJNIzY9N  #SoundCloudTips #Music #Musician #artists #startu,#art,2
180,180,4419043881,"RT @Ozzmak: Sohm ""TOP INDIE FILM INDUSTRY PROS ISSUE""  https://t.co/lz36IpI73Y #Indiefilm @shineonmag #sohm #indie #film #news https://t.co",#news,4
181,181,4419043881,"RT @CoOpCube: We had to re-post this photo of yours  @beauwolf 
#diet #nutrition #funny #fitness #fashion : @coopcube https://t.co/yvTSrt",#fashion,7
182,182,4419043881,"RT @Indie_Success: If you can see, you can also take photos. But learning to see may take a long time - Unknown  #art #photo #quote",#art,0
183,183,4419043881,"RT @hypefreshmag: BRAND ""NEWNESS"": @Swa_Playmaker Drops 'Flights' (Prod. By @itsTOPE) https://t.co/VTHiPVA6jx #new #music #hiphop https://t",#music,2
184,184,4419043881,RT @JoeyCutless: $5.99 #soundcloud Promo - LIMITED TIME DEAL Attn: #artists #rappers #singers https://t.co/k0r99lRr6q,#art,0
185,185,4419043881,RT @Drudge_Report_: MT: #London #newspaper to #close after just nine weeks? https://t.co/a3TgrC8t3V,#news,0
186,186,4419043881,"RT @Obi_Obadike: Will super low caloric diets hurt or help you? Read this #article I wrote. #health,#nutrition,#diet,#fatloss.
https://t.co",#art,1
187,187,4419043881,RT @Simonna: RUSH FOR LOVE is on @VEVO! Make sure to check it out!  #music #love #vevo #musicvideo #newmusic #np #new #hit https://t.c,#music,2
188,188,4419043881,RT @NeVaeh_Skyy: #FLorida #notary #laws #news &amp; #notarial #services Learn more with #Skyy #5616660651 or visit https://t.co/i6mXATJS6j for,#news,4
189,189,4419043881,RT @1hannahz: Just finished piece for the Summer Collection! #hannahz #zhannahz #fashion #trendytuesday @ https://t.co/SxQwsSt9XO,#fashion,7
190,190,4419043881,"RT @TiffanyAvon: Look at the pool 'symbol'! Accidentally looks like Prince symbol, right? #prince #princesymbol #coincidence #music https:/",#music,3
191,191,4419043881,RT @bbleClin: A fabulous selection of women's fashions for every occasion https://t.co/NgNGcuXhs9  #clothing #fashion #hot,#fashion,7
